__run_id,__done,round,configuration,position_goal,number_obstacles
run_143,DONE,3,11,3,2
run_144,DONE,3,12,3,0
run_145,DONE,3,12,3,2
run_146,DONE,3,13,3,0
run_147,DONE,3,13,3,2
run_148,DONE,3,14,3,0
run_149,DONE,3,14,3,2
run_150,DONE,3,15,3,0
run_151,DONE,3,15,3,2
run_152,DONE,3,16,3,0
run_153,DONE,3,16,3,2
run_154,DONE,3,17,3,0
run_155,DONE,3,17,3,2
run_156,DONE,3,18,3,0
run_157,DONE,3,18,3,2
run_158,DONE,3,19,3,0
run_159,DONE,3,19,3,2
run_160,DONE,4,0,3,0
run_161,DONE,4,0,3,2
run_162,DONE,4,1,3,0
run_163,DONE,4,1,3,2
run_164,DONE,4,2,3,0
run_165,DONE,4,2,3,2
run_166,DONE,4,3,3,0
run_167,DONE,4,3,3,2
run_168,DONE,4,4,3,0
run_169,DONE,4,4,3,2
run_170,DONE,4,5,3,0
run_171,DONE,4,5,3,2
run_172,DONE,4,6,3,0
run_173,DONE,4,6,3,2
run_174,DONE,4,7,3,0
run_175,DONE,4,7,3,2
run_176,DONE,4,8,3,0
run_177,DONE,4,8,3,2
run_178,DONE,4,9,3,0
run_179,DONE,4,9,3,2
run_180,DONE,4,10,3,0
run_181,DONE,4,10,3,2
run_182,DONE,4,11,3,0
run_183,DONE,4,11,3,2
run_184,DONE,4,12,3,0
run_185,DONE,4,12,3,2
run_186,DONE,4,13,3,0
run_187,DONE,4,13,3,2
run_188,DONE,4,14,3,0
run_189,DONE,4,14,3,2
run_190,DONE,4,15,3,0
run_191,DONE,4,15,3,2
run_192,DONE,4,16,3,0
run_193,DONE,4,16,3,2
run_194,DONE,4,17,3,0
run_195,DONE,4,17,3,2
run_196,DONE,4,18,3,0
run_197,DONE,4,18,3,2
run_198,DONE,4,19,3,0
run_199,DONE,4,19,3,2
run_200,DONE,5,0,3,0
run_201,DONE,5,0,3,2
run_202,DONE,5,1,3,0
run_203,DONE,5,1,3,2
run_204,DONE,5,2,3,0
run_205,DONE,5,2,3,2
run_206,DONE,5,3,3,0
run_207,DONE,5,3,3,2
run_208,DONE,5,4,3,0
run_209,DONE,5,4,3,2
run_210,DONE,5,5,3,0
run_211,DONE,5,5,3,2
run_212,DONE,5,6,3,0
run_213,DONE,5,6,3,2
run_214,DONE,5,7,3,0
run_215,DONE,5,7,3,2
run_216,DONE,5,8,3,0
run_217,DONE,5,8,3,2
run_218,DONE,5,9,3,0
run_219,DONE,5,9,3,2
run_220,DONE,5,10,3,0
run_221,DONE,5,10,3,2
run_222,DONE,5,11,3,0
run_223,DONE,5,11,3,2
run_224,DONE,5,12,3,0
run_225,DONE,5,12,3,2
run_226,DONE,5,13,3,0
run_227,DONE,5,13,3,2
run_228,DONE,5,14,3,0
run_229,DONE,5,14,3,2
run_230,DONE,5,15,3,0
run_231,DONE,5,15,3,2
run_232,DONE,5,16,3,0
run_233,DONE,5,16,3,2
run_234,DONE,5,17,3,0
run_235,DONE,5,17,3,2
run_236,DONE,5,18,3,0
run_237,DONE,5,18,3,2
run_238,DONE,5,19,3,0
run_239,DONE,5,19,3,2
run_240,DONE,6,0,3,0
run_241,DONE,6,0,3,2
run_242,DONE,6,1,3,0
run_243,DONE,6,1,3,2
run_244,DONE,6,2,3,0
run_245,DONE,6,2,3,2
run_246,DONE,6,3,3,0
run_247,DONE,6,3,3,2
run_248,DONE,6,4,3,0
run_249,DONE,6,4,3,2
run_250,DONE,6,5,3,0
run_251,DONE,6,5,3,2
run_252,DONE,6,6,3,0
run_253,DONE,6,6,3,2
run_254,DONE,6,7,3,0
run_255,DONE,6,7,3,2
run_256,DONE,6,8,3,0
run_257,DONE,6,8,3,2
run_258,DONE,6,9,3,0
run_259,DONE,6,9,3,2
run_260,DONE,6,10,3,0
run_261,DONE,6,10,3,2
run_262,DONE,6,11,3,0
run_263,DONE,6,11,3,2
run_264,DONE,6,12,3,0
run_265,DONE,6,12,3,2
run_266,DONE,6,13,3,0
run_267,DONE,6,13,3,2
run_268,DONE,6,14,3,0
run_269,DONE,6,14,3,2
run_270,DONE,6,15,3,0
run_271,DONE,6,15,3,2
run_272,DONE,6,16,3,0
run_273,DONE,6,16,3,2
run_274,DONE,6,17,3,0
run_275,DONE,6,17,3,2
run_276,DONE,6,18,3,0
run_277,DONE,6,18,3,2
run_278,DONE,6,19,3,0
run_279,DONE,6,19,3,2
run_280,DONE,7,0,3,0
run_281,DONE,7,0,3,2
run_282,DONE,7,1,3,0
run_283,DONE,7,1,3,2
run_284,DONE,7,2,3,0
run_285,DONE,7,2,3,2
run_286,DONE,7,3,3,0
run_287,DONE,7,3,3,2
run_288,DONE,7,4,3,0
run_289,DONE,7,4,3,2
run_290,DONE,7,5,3,0
run_291,DONE,7,5,3,2
run_292,DONE,7,6,3,0
run_293,DONE,7,6,3,2
run_294,DONE,7,7,3,0
run_295,DONE,7,7,3,2
run_296,DONE,7,8,3,0
run_297,DONE,7,8,3,2
run_298,DONE,7,9,3,0
run_299,DONE,7,9,3,2
run_300,DONE,7,10,3,0
run_301,DONE,7,10,3,2
run_302,DONE,7,11,3,0
run_303,DONE,7,11,3,2
run_304,DONE,7,12,3,0
run_305,DONE,7,12,3,2
run_306,DONE,7,13,3,0
run_307,DONE,7,13,3,2
run_308,DONE,7,14,3,0
run_309,DONE,7,14,3,2
run_310,DONE,7,15,3,0
run_311,DONE,7,15,3,2
run_312,DONE,7,16,3,0
run_313,DONE,7,16,3,2
run_314,DONE,7,17,3,0
run_315,DONE,7,17,3,2
run_316,DONE,7,18,3,0
run_317,DONE,7,18,3,2
run_318,DONE,7,19,3,0
run_319,DONE,7,19,3,2
run_320,DONE,8,0,3,0
run_321,DONE,8,0,3,2
run_322,DONE,8,1,3,0
run_323,DONE,8,1,3,2
run_324,DONE,8,2,3,0
run_325,DONE,8,2,3,2
run_326,DONE,8,3,3,0
run_327,DONE,8,3,3,2
run_328,DONE,8,4,3,0
run_329,DONE,8,4,3,2
run_330,DONE,8,5,3,0
run_331,DONE,8,5,3,2
run_332,DONE,8,6,3,0
run_333,DONE,8,6,3,2
run_334,DONE,8,7,3,0
run_335,DONE,8,7,3,2
run_336,DONE,8,8,3,0
run_337,DONE,8,8,3,2
run_338,DONE,8,9,3,0
run_339,DONE,8,9,3,2
run_340,DONE,8,10,3,0
run_341,DONE,8,10,3,2
run_342,DONE,8,11,3,0
run_343,DONE,8,11,3,2
run_344,DONE,8,12,3,0
run_345,DONE,8,12,3,2
run_346,DONE,8,13,3,0
run_347,DONE,8,13,3,2
run_348,DONE,8,14,3,0
run_349,DONE,8,14,3,2
run_350,DONE,8,15,3,0
run_351,DONE,8,15,3,2
run_352,DONE,8,16,3,0
run_353,DONE,8,16,3,2
run_354,DONE,8,17,3,0
run_355,DONE,8,17,3,2
run_356,DONE,8,18,3,0
run_357,DONE,8,18,3,2
run_358,DONE,8,19,3,0
run_359,DONE,8,19,3,2
run_360,DONE,9,0,3,0
run_361,DONE,9,0,3,2
run_362,DONE,9,1,3,0
run_363,DONE,9,1,3,2
run_364,DONE,9,2,3,0
run_365,DONE,9,2,3,2
run_366,DONE,9,3,3,0
run_367,DONE,9,3,3,2
run_368,DONE,9,4,3,0
run_369,DONE,9,4,3,2
run_370,DONE,9,5,3,0
run_371,DONE,9,5,3,2
run_372,DONE,9,6,3,0
run_373,DONE,9,6,3,2
run_374,DONE,9,7,3,0
run_375,DONE,9,7,3,2
run_376,DONE,9,8,3,0
run_377,DONE,9,8,3,2
run_378,DONE,9,9,3,0
run_379,DONE,9,9,3,2
run_380,DONE,9,10,3,0
run_381,DONE,9,10,3,2
run_382,DONE,9,11,3,0
run_383,DONE,9,11,3,2
run_384,DONE,9,12,3,0
run_385,DONE,9,12,3,2
run_386,DONE,9,13,3,0
run_387,DONE,9,13,3,2
run_388,DONE,9,14,3,0
run_389,DONE,9,14,3,2
run_390,DONE,9,15,3,0
run_391,DONE,9,15,3,2
run_392,DONE,9,16,3,0
run_393,DONE,9,16,3,2
run_394,DONE,9,17,3,0
run_395,DONE,9,17,3,2
run_396,DONE,9,18,3,0
run_397,DONE,9,18,3,2
run_398,DONE,9,19,3,0
run_399,DONE,9,19,3,2
run_400,DONE,10,0,3,0
run_401,DONE,10,0,3,2
run_402,DONE,10,1,3,0
run_403,DONE,10,1,3,2
run_404,DONE,10,2,3,0
run_405,DONE,10,2,3,2
run_406,DONE,10,3,3,0
run_407,DONE,10,3,3,2
run_408,DONE,10,4,3,0
run_409,DONE,10,4,3,2
run_410,DONE,10,5,3,0
run_411,DONE,10,5,3,2
run_412,DONE,10,6,3,0
run_413,DONE,10,6,3,2
run_414,DONE,10,7,3,0
run_415,DONE,10,7,3,2
run_416,DONE,10,8,3,0
run_417,DONE,10,8,3,2
run_418,DONE,10,9,3,0
run_419,DONE,10,9,3,2
run_420,DONE,10,10,3,0
run_421,DONE,10,10,3,2
run_422,DONE,10,11,3,0
run_423,DONE,10,11,3,2
run_424,DONE,10,12,3,0
run_425,DONE,10,12,3,2
run_426,DONE,10,13,3,0
run_427,DONE,10,13,3,2
run_428,DONE,10,14,3,0
run_429,DONE,10,14,3,2
run_430,DONE,10,15,3,0
run_431,DONE,10,15,3,2
run_432,DONE,10,16,3,0
run_433,DONE,10,16,3,2
run_434,DONE,10,17,3,0
run_435,DONE,10,17,3,2
run_436,DONE,10,18,3,0
run_437,DONE,10,18,3,2
run_438,DONE,10,19,3,0
run_439,DONE,10,19,3,2
run_440,DONE,11,0,3,0
run_441,DONE,11,0,3,2
run_442,DONE,11,1,3,0
run_443,DONE,11,1,3,2
run_444,DONE,11,2,3,0
run_445,DONE,11,2,3,2
run_446,DONE,11,3,3,0
run_447,DONE,11,3,3,2
run_448,DONE,11,4,3,0
run_449,DONE,11,4,3,2
run_450,DONE,11,5,3,0
run_451,DONE,11,5,3,2
run_452,DONE,11,6,3,0
run_453,DONE,11,6,3,2
run_454,DONE,11,7,3,0
run_455,DONE,11,7,3,2
run_456,DONE,11,8,3,0
run_457,DONE,11,8,3,2
run_458,DONE,11,9,3,0
run_459,DONE,11,9,3,2
run_460,DONE,11,10,3,0
run_461,DONE,11,10,3,2
run_462,DONE,11,11,3,0
run_463,DONE,11,11,3,2
run_464,DONE,11,12,3,0
run_465,DONE,11,12,3,2
run_466,DONE,11,13,3,0
run_467,DONE,11,13,3,2
run_468,DONE,11,14,3,0
run_469,DONE,11,14,3,2
run_470,DONE,11,15,3,0
run_471,DONE,11,15,3,2
run_472,DONE,11,16,3,0
run_473,DONE,11,16,3,2
run_474,DONE,11,17,3,0
run_475,DONE,11,17,3,2
run_476,DONE,11,18,3,0
run_477,DONE,11,18,3,2
run_478,DONE,11,19,3,0
run_479,DONE,11,19,3,2
run_480,DONE,12,0,3,0
run_481,DONE,12,0,3,2
run_482,DONE,12,1,3,0
run_483,DONE,12,1,3,2
run_484,DONE,12,2,3,0
run_485,DONE,12,2,3,2
run_486,DONE,12,3,3,0
run_487,DONE,12,3,3,2
run_488,DONE,12,4,3,0
run_489,DONE,12,4,3,2
run_490,DONE,12,5,3,0
run_491,DONE,12,5,3,2
run_492,DONE,12,6,3,0
run_493,DONE,12,6,3,2
run_494,DONE,12,7,3,0
run_495,DONE,12,7,3,2
run_496,DONE,12,8,3,0
run_497,DONE,12,8,3,2
run_498,DONE,12,9,3,0
run_499,DONE,12,9,3,2
run_500,DONE,12,10,3,0
run_501,DONE,12,10,3,2
run_502,DONE,12,11,3,0
run_503,DONE,12,11,3,2
run_504,DONE,12,12,3,0
run_505,DONE,12,12,3,2
run_506,DONE,12,13,3,0
run_507,DONE,12,13,3,2
run_508,DONE,12,14,3,0
run_509,DONE,12,14,3,2
run_510,DONE,12,15,3,0
run_511,DONE,12,15,3,2
run_512,DONE,12,16,3,0
run_513,DONE,12,16,3,2
run_514,DONE,12,17,3,0
run_515,DONE,12,17,3,2
run_516,DONE,12,18,3,0
run_517,DONE,12,18,3,2
run_518,DONE,12,19,3,0
run_519,DONE,12,19,3,2
run_520,DONE,13,0,3,0
run_521,DONE,13,0,3,2
run_522,DONE,13,1,3,0
run_523,DONE,13,1,3,2
run_524,DONE,13,2,3,0
run_525,DONE,13,2,3,2
run_526,DONE,13,3,3,0
run_527,DONE,13,3,3,2
run_528,DONE,13,4,3,0
run_529,DONE,13,4,3,2
run_530,DONE,13,5,3,0
run_531,DONE,13,5,3,2
run_532,DONE,13,6,3,0
run_533,DONE,13,6,3,2
run_534,DONE,13,7,3,0
run_535,DONE,13,7,3,2
run_536,DONE,13,8,3,0
run_537,DONE,13,8,3,2
run_538,DONE,13,9,3,0
run_539,DONE,13,9,3,2
run_540,DONE,13,10,3,0
run_541,DONE,13,10,3,2
run_542,DONE,13,11,3,0
run_543,DONE,13,11,3,2
run_544,DONE,13,12,3,0
run_545,DONE,13,12,3,2
run_546,DONE,13,13,3,0
run_547,DONE,13,13,3,2
run_548,DONE,13,14,3,0
run_549,DONE,13,14,3,2
run_550,DONE,13,15,3,0
run_551,DONE,13,15,3,2
run_552,DONE,13,16,3,0
run_553,DONE,13,16,3,2
run_554,DONE,13,17,3,0
run_555,DONE,13,17,3,2
run_556,DONE,13,18,3,0
run_557,DONE,13,18,3,2
run_558,DONE,13,19,3,0
run_559,DONE,13,19,3,2
run_560,DONE,14,0,3,0
run_561,DONE,14,0,3,2
run_562,DONE,14,1,3,0
run_563,DONE,14,1,3,2
run_564,DONE,14,2,3,0
run_565,DONE,14,2,3,2
run_566,DONE,14,3,3,0
run_567,DONE,14,3,3,2
run_568,DONE,14,4,3,0
run_569,DONE,14,4,3,2
run_570,DONE,14,5,3,0
run_571,DONE,14,5,3,2
run_572,DONE,14,6,3,0
run_573,DONE,14,6,3,2
run_574,DONE,14,7,3,0
run_575,DONE,14,7,3,2
run_576,DONE,14,8,3,0
run_577,DONE,14,8,3,2
run_578,DONE,14,9,3,0
run_579,DONE,14,9,3,2
run_580,DONE,14,10,3,0
run_581,DONE,14,10,3,2
run_582,DONE,14,11,3,0
run_583,DONE,14,11,3,2
run_584,DONE,14,12,3,0
run_585,DONE,14,12,3,2
run_586,DONE,14,13,3,0
run_587,DONE,14,13,3,2
run_588,DONE,14,14,3,0
run_589,DONE,14,14,3,2
run_590,DONE,14,15,3,0
run_591,DONE,14,15,3,2
run_592,DONE,14,16,3,0
run_593,DONE,14,16,3,2
run_594,DONE,14,17,3,0
run_595,DONE,14,17,3,2
run_596,DONE,14,18,3,0
run_597,DONE,14,18,3,2
run_598,DONE,14,19,3,0
run_599,DONE,14,19,3,2
run_600,DONE,15,0,3,0
run_601,DONE,15,0,3,2
run_602,DONE,15,1,3,0
run_603,DONE,15,1,3,2
run_604,DONE,15,2,3,0
run_605,DONE,15,2,3,2
run_606,DONE,15,3,3,0
run_607,DONE,15,3,3,2
run_608,DONE,15,4,3,0
run_609,DONE,15,4,3,2
run_610,DONE,15,5,3,0
run_611,DONE,15,5,3,2
run_612,DONE,15,6,3,0
run_613,DONE,15,6,3,2
run_614,DONE,15,7,3,0
run_615,DONE,15,7,3,2
run_616,DONE,15,8,3,0
run_617,DONE,15,8,3,2
run_618,DONE,15,9,3,0
run_619,DONE,15,9,3,2
run_620,DONE,15,10,3,0
run_621,DONE,15,10,3,2
run_622,DONE,15,11,3,0
run_623,DONE,15,11,3,2
run_624,DONE,15,12,3,0
run_625,DONE,15,12,3,2
run_626,DONE,15,13,3,0
run_627,DONE,15,13,3,2
run_628,DONE,15,14,3,0
run_629,DONE,15,14,3,2
run_630,DONE,15,15,3,0
run_631,DONE,15,15,3,2
run_632,DONE,15,16,3,0
run_633,DONE,15,16,3,2
run_634,DONE,15,17,3,0
run_635,DONE,15,17,3,2
run_636,DONE,15,18,3,0
run_637,DONE,15,18,3,2
run_638,DONE,15,19,3,0
run_639,DONE,15,19,3,2
run_640,DONE,16,0,3,0
run_641,DONE,16,0,3,2
run_642,DONE,16,1,3,0
run_643,DONE,16,1,3,2
run_644,DONE,16,2,3,0
run_645,DONE,16,2,3,2
run_646,DONE,16,3,3,0
run_647,DONE,16,3,3,2
run_648,DONE,16,4,3,0
run_649,DONE,16,4,3,2
run_650,DONE,16,5,3,0
run_651,DONE,16,5,3,2
run_652,DONE,16,6,3,0
run_653,DONE,16,6,3,2
run_654,DONE,16,7,3,0
run_655,DONE,16,7,3,2
run_656,DONE,16,8,3,0
run_657,DONE,16,8,3,2
run_658,DONE,16,9,3,0
run_659,DONE,16,9,3,2
run_660,DONE,16,10,3,0
run_661,DONE,16,10,3,2
run_662,DONE,16,11,3,0
run_663,DONE,16,11,3,2
run_664,DONE,16,12,3,0
run_665,DONE,16,12,3,2
run_666,DONE,16,13,3,0
run_667,DONE,16,13,3,2
run_668,DONE,16,14,3,0
run_669,DONE,16,14,3,2
run_670,DONE,16,15,3,0
run_671,DONE,16,15,3,2
run_672,DONE,16,16,3,0
run_673,DONE,16,16,3,2
run_674,DONE,16,17,3,0
run_675,DONE,16,17,3,2
run_676,DONE,16,18,3,0
run_677,DONE,16,18,3,2
run_678,DONE,16,19,3,0
run_679,DONE,16,19,3,2
run_680,DONE,17,0,3,0
run_681,DONE,17,0,3,2
run_682,DONE,17,1,3,0
run_683,DONE,17,1,3,2
run_684,DONE,17,2,3,0
run_685,DONE,17,2,3,2
run_686,DONE,17,3,3,0
run_687,DONE,17,3,3,2
run_688,DONE,17,4,3,0
run_689,DONE,17,4,3,2
run_690,DONE,17,5,3,0
run_691,DONE,17,5,3,2
run_692,DONE,17,6,3,0
run_693,DONE,17,6,3,2
run_694,DONE,17,7,3,0
run_695,DONE,17,7,3,2
run_696,DONE,17,8,3,0
run_697,DONE,17,8,3,2
run_698,DONE,17,9,3,0
run_699,DONE,17,9,3,2
run_700,DONE,17,10,3,0
run_701,DONE,17,10,3,2
run_702,DONE,17,11,3,0
run_703,DONE,17,11,3,2
run_704,DONE,17,12,3,0
run_705,DONE,17,12,3,2
run_706,DONE,17,13,3,0
run_707,DONE,17,13,3,2
run_708,DONE,17,14,3,0
run_709,DONE,17,14,3,2
run_710,DONE,17,15,3,0
run_711,DONE,17,15,3,2
run_712,DONE,17,16,3,0
run_713,DONE,17,16,3,2
run_714,DONE,17,17,3,0
run_715,DONE,17,17,3,2
run_716,DONE,17,18,3,0
run_717,DONE,17,18,3,2
run_718,DONE,17,19,3,0
run_719,DONE,17,19,3,2
run_720,DONE,18,0,3,0
run_721,DONE,18,0,3,2
run_722,DONE,18,1,3,0
run_723,DONE,18,1,3,2
run_724,DONE,18,2,3,0
run_725,DONE,18,2,3,2
run_726,DONE,18,3,3,0
run_727,DONE,18,3,3,2
run_728,DONE,18,4,3,0
run_729,DONE,18,4,3,2
run_730,DONE,18,5,3,0
run_731,DONE,18,5,3,2
run_732,DONE,18,6,3,0
run_733,DONE,18,6,3,2
run_734,DONE,18,7,3,0
run_735,DONE,18,7,3,2
run_736,DONE,18,8,3,0
run_737,DONE,18,8,3,2
run_738,DONE,18,9,3,0
run_739,DONE,18,9,3,2
run_740,DONE,18,10,3,0
run_741,DONE,18,10,3,2
run_742,DONE,18,11,3,0
run_743,DONE,18,11,3,2
run_744,DONE,18,12,3,0
run_745,DONE,18,12,3,2
run_746,DONE,18,13,3,0
run_747,DONE,18,13,3,2
run_748,DONE,18,14,3,0
run_749,DONE,18,14,3,2
run_750,DONE,18,15,3,0
run_751,DONE,18,15,3,2
run_752,DONE,18,16,3,0
run_753,DONE,18,16,3,2
run_754,DONE,18,17,3,0
run_755,DONE,18,17,3,2
run_756,DONE,18,18,3,0
run_757,DONE,18,18,3,2
run_758,DONE,18,19,3,0
run_759,DONE,18,19,3,2
run_760,DONE,19,0,3,0
run_761,DONE,19,0,3,2
run_762,DONE,19,1,3,0
run_763,DONE,19,1,3,2
run_764,DONE,19,2,3,0
run_765,DONE,19,2,3,2
run_766,DONE,19,3,3,0
run_767,DONE,19,3,3,2
run_768,TODO,19,4,3,0
run_769,TODO,19,4,3,2
run_770,TODO,19,5,3,0
run_771,TODO,19,5,3,2
run_772,TODO,19,6,3,0
run_773,TODO,19,6,3,2
run_774,TODO,19,7,3,0
run_775,TODO,19,7,3,2
run_776,TODO,19,8,3,0
run_777,TODO,19,8,3,2
run_778,TODO,19,9,3,0
run_779,TODO,19,9,3,2
run_780,TODO,19,10,3,0
run_781,TODO,19,10,3,2
run_782,TODO,19,11,3,0
run_783,TODO,19,11,3,2
run_784,TODO,19,12,3,0
run_785,TODO,19,12,3,2
run_786,TODO,19,13,3,0
run_787,TODO,19,13,3,2
run_788,TODO,19,14,3,0
run_789,TODO,19,14,3,2
run_790,TODO,19,15,3,0
run_791,TODO,19,15,3,2
run_792,TODO,19,16,3,0
run_793,TODO,19,16,3,2
run_794,TODO,19,17,3,0
run_795,TODO,19,17,3,2
run_796,TODO,19,18,3,0
run_797,TODO,19,18,3,2
run_798,TODO,19,19,3,0
run_799,TODO,19,19,3,2
